BSE_SYMBOL,NSE_SYMBOL,COMPANY_NAME,ISIN
YOGI, ,YOGI Ltd,INE290E01011
STDSFAC, ,Standard Surfactants Ltd,INE307D01015
ASTONEALAB, ,Astonea Labs Ltd,INE0TG901011
SFPIL, ,Square Four Projects India Ltd,INE716K01020
BANKBETF, ,Bajaj Finserv Nifty Bank ETF,INF0QA701714
GLOBUSCON, ,Globus Constructors & Developers Ltd,INE064L01015
ALFL, ,Abhinav Leasing & Finance Ltd,INE211D01027
DUROPLY, ,Duroply Industries Ltd,INE932D01010
STERPOW, ,Sterling Powergensys Ltd,INE067E01013
KANDAGIRI, ,Kandagiri Spinning Mills Ltd-$,INE292D01019
PERMAGN, ,Permanent Magnets Ltd-$,INE418E01018
ARMAN, ,Arman Holdings Ltd,INE510P01018
NATURAL, ,Natural Biocon (India) Ltd,INE06MM01016
BRIDGESE, ,Bridge Securities Ltd,INE958C01025
WIREFABR, ,Wires & Fabriks SA Ltd,INE469D01013
ZNIVITRD, ,Nivi Trading Ltd,INE552F01011
SENSEXETF, ,Mirae Asset S&P BSE Sensex ETF,INF769K01KT9
MCCHRLS-B, ,Mac Charles India Ltd,INE435D01014
AVASARA, ,Avasara Finance Ltd,INE759D01017
SETFBSE100, ,SBI Mutual Fund - SBI - ETF BSE 100,INF200KA1572
LUDLOWJUT, ,Ludlow Jute & Specialities Ltd,INE983C01015
FLUIDOM, ,Fluidomat Ltd,INE459C01016
BNRSEC, ,BN Rathi Securities Ltd,INE710D01028
PRSNTIN, ,Prashant India Ltd,INE100E01012
MARUTISE, ,Maruti Securities Ltd,INE368C01019
BDH, ,BDH Industries Ltd,INE278D01018
ABATEAS, ,Abate As Industries Ltd,INE454E01013
HMEML, ,H.M. Electro Mech Ltd,INE0DZD01015
WARRENTEA, ,Warren Tea Ltd-$,INE712A01012
MTPL, ,Marg Techno Projects Ltd,INE245H01018
BDI, ,B. D. Industries (Pune) Ltd,INE1LJ801017
GRANDMA, ,Grandma Trading & Agencies Ltd ,INE927M01029
MIDWEST, ,Midwest Gold Ltd,INE519N01014
VAMA, ,Vama Industries Ltd,INE685D01022
WEBSL, ,Web Element Solutions Ltd,INE562Q01017
TECHCON, ,Technojet Consultants Ltd,INE881P01013
AMBARPIL, ,Ambar Protein Industries Ltd,INE072V01017
TECHKGREEN, ,Techknowgreen Solutions Ltd,INE0P4P01011
JAYATMA, ,Jayatma Enterprises Ltd,INE246D01015
ASCENSIVE, ,Ascensive Educare Ltd,INE0E4I01027
COMPINFO, ,Compuage Infocom Ltd,INE070C01037
LICNFNHGP, ,LIC MF Exchange Traded Fund- NIFTY 100,INF767K01PC8
INDCEMCAP, ,India Cements Capital Ltd,INE429D01017
GVL, ,Greenhitech Ventures Ltd,INE0S0701019
COSPOWER, ,Cospower Engineering Ltd,INE0CQB01010
PASARI, ,Pasari Spinning Mills Ltd,INE604F01010
RAMAPETRO, ,Rama Petrochemicals Ltd,INE783A01013
GANGOTRI, ,Gangotri Textiles Ltd,INE670B01028
TRANSFRE, ,Trans Freight Containers Ltd,INE360D01014
IPOWER, ,I-Power Solutions India Ltd,INE468F01010
KEL, ,Kotia Enterprises Ltd,INE079C01012
PCCOSMA, ,Pee Cee Cosma Sope Ltd,INE417E01010
ZEAL, ,Zeal Aqua Ltd,INE819S01025
SAUMYA, ,Saumya Consultants Ltd,INE563C01015
CFF, ,CFF Fluid Control Ltd,INE0NJ001013
NEERAJ, ,Neeraj Paper Marketing Ltd,INE894J01019
PYXISFIN, ,Pyxis Finvest Ltd,INE883L01018
CRANEINFRA, ,Crane Infrastructure Ltd,INE176L01017
PRIMAPLA, ,Prima Plastics Ltd,INE573B01016
CPL, ,Captain Polyplast Ltd,INE536P01021
CRYSTAL, ,Crystal Business System Ltd,INE994R01028
NATURO, ,Naturo Indiabull Ltd,INE0JNB01012
AVEER, ,Aveer Foods Ltd,INE09BN01011
VRFILMS, ,V R Films & Studios Ltd,INE06LG01010
SHESHAINDS, ,Sheshadri Industries Ltd,INE193R01019
ARIHANT, ,Arihant Foundations & Housing Ltd-$,INE413D01011
OLATECH, ,Olatech Solutions Ltd,INE0M3901015
GGDPROP, ,G. G. Dandekar Properties Ltd,INE631D01026
NOUVEAU, ,Nouveau Global Ventures Ltd,INE317B01042
ADMANUM, ,Ad-Manum Finance Ltd,INE556D01017
MORGANITE, ,Morganite Crucible India Ltd,INE599F01020
VEERHEALTH, ,Veerhealth Care Ltd,INE882C01035
ONIXSOLAR, ,Onix Solar Energy Ltd,INE173M01012
GCSL, ,Gretex Corporate Services Ltd,INE199P01028
INANISEC, ,Inani Securities Ltd,INE224C01014
TEEAI, ,Teesta Agro Industries Ltd,INE757D01011
KANCHI, ,Kanchi Karpooram Ltd,INE081G01019
REGENCY, ,Regency Fincorp Ltd,INE964R01013
SHAHFOOD, ,Shah Foods Ltd,INE455D01012
TTIENT, ,TTI Enterprise Ltd,INE404F01031
NETPIX, ,Net Pix Shorts Digital Media Ltd,INE0D5F01013
RGIL, ,Rotographics (India) Ltd,INE364S01014
HINFLUR, ,Hindustan Fluorocarbons Ltd,INE806J01013
BESTEAST, ,Best Eastern Hotels Ltd,INE553F01035
ARTEFACT, ,Artefact Projects Ltd,INE885B01014
ABMKNO, ,ABM Knowledgeware Ltd,INE850B01026
ARNOLD, ,Arnold Holdings Ltd,INE185K01036
IIL, ,Integrated Industries Ltd,INE882B01037
SCANSTL, ,Scan Steels Ltd,INE099G01011
STURDY, ,Sturdy Industries Ltd,INE134F01026
GUJINTRX, ,Gujarat Intrux Ltd-$,INE877E01015
08AQD, ,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),INF204KB19R2
REGIS, ,Regis Industries Ltd,INE745R01024
CEEJAY, ,Ceejay Finance Ltd,INE358C01010
KGDENIM, ,KG Denim Ltd,INE104A01012
PICCASUG, ,Piccadily Sugar & Allied Industries Ltd,INE544C01023
MEDIAONE, ,Mediaone Global Entertainment Ltd,INE828I01019
SILVERLINE, ,Silverline Technologies Ltd,INE368A01021
AMARNATH, ,Sri Amarnath Finance Ltd,INE985Q01010
BLOOM, ,Bloom Dekor Ltd-$,INE253C01013
MEFCOMCAP, ,Mefcom Capital Markets Ltd,INE186C01023
TRANOCE, ,Transoceanic Properties Ltd,INE074J01018
SHETR, ,Shetron Ltd,INE278C01010
VSFPROJ, ,VSF Projects Ltd,INE923K01014
TALBROSENG, ,Talbros Engineering Ltd,INE717E01013
MAFANG, ,Mirae Asset NYSE FANG+ ETF,INF769K01HF4
SISL, ,Shantidoot Infra Services Ltd,INE0LU301014
SPACAPS, ,SPA Capital Services Ltd,INE726X01014
SETFNIF50, ,SBI-ETF NIFTY 50,INF200KA1FS1
MCLTD, ,Munoth Communication Ltd,INE410E01015
ASHIS, ,Ashiana Ispat Ltd,INE587D01012
DEL, ,Dhanashree Electronics Ltd,INE413F01016
RRIL, ,RRIL Ltd,INE951M01037
SEVL, ,Supertech Ev Ltd,INE0SC101013
HBESD, ,HB Estate Developers Ltd,INE640B01021
SRICC, ,Sri Chakra Cement Ltd,INE827D01020
CAMEXLTD, ,Camex Ltd,INE198C01010
RAMAPPR-B, ,Rama Paper Mills Ltd,INE425E01013
PANORAMA, ,Panorama Studios International Ltd,INE258R01028
EVANS, ,Evans Electric Ltd,INE06TD01010
ASSAMENT, ,Assam Entrade Ltd,INE165G01010
KALPACOMME, ,Kalpa Commercial Ltd,INE059Q01014
RIDDHICORP, ,Riddhi Corporate Services Ltd,INE325X01015
CONTCHM, ,Continental Chemicals Ltd,INE423K01015
BHILSPIN, ,Bhilwara Spinners Ltd,INE436C01014
CITYONLINE, ,City Online Services Ltd,INE158C01014
HILLTONE, ,Hilltone Software and Gases Ltd,INE168C01013
STARCOM, ,Starcom Information Technology Ltd,INE347I01010
BSELALGO, ,BSEL Algo Ltd,INE395A01016
ORIENTTR, ,Orient Tradelink Ltd,INE681D01039
CHEMOPH, ,Chemo Pharma Laboratories Ltd,INE320M01019
JAGSONFI, ,Jagsonpal Finance & Leasing Ltd,INE582C01015
RSCINT, ,RSC International Ltd,INE015F01019
PANTH, ,Panth Infinity Ltd,INE945O01019
SHARP, ,Sharp India Ltd,INE207B01011
SAPL, ,SAR Auto Products Ltd,INE002E01010
EVINDIA, ,Mirae Asset Nifty EV and New Age Automotive ETF,INF769K01LQ3
LELAVOIR, ,LE Lavoir Ltd,INE204S01012
LUCENT, ,Lucent Industries Ltd,INE622Q01019
MCEL, ,Mach Conferences And Events Ltd,INE0UYT01018
VANICOM, ,Vani Commercials Ltd,INE661Q01017
SSLEL, ,Sir Shadi Lal Enterprises Ltd,INE117H01019
JAYKAY, ,Jaykay Enterprises Ltd,INE903A01025
SHREE, ,Shree Marutinandan Tubes Ltd,INE0QIS01011
FREDUN, ,Fredun Pharmaceuticals Ltd,INE194R01017
PANAFIC, ,Panafic Industrials Ltd,INE655P01029
LAFFANSQ, ,Laffans Petrochemicals Ltd-$,INE919B01011
EPIC, ,EPIC Energy Ltd-$,INE932F01015
NARPROP, ,Narendra Properties Ltd,INE603F01012
CASPIAN, ,Caspian Corporate Services Ltd,INE176N01021
GOTHIPL, ,Gothi Plascon India Ltd,INE538G01018
MANBRO, ,Manbro Industries Ltd,INE348N01034
SUNRAKSHAK, ,Sunrakshakk Industries India Ltd,INE671K01019
PERFEPA, ,Perfectpac Ltd,INE759I01024
PUROHITCON, ,Purohit Construction Ltd,INE147J01012
NIKHILAD, ,Nikhil Adhesives Ltd-$,INE926C01022
7NR, ,7NR Retail Ltd,INE413X01035
SUPERIRON, ,Super Iron Foundry Ltd,INE16IQ01014
EASTWEST, ,East West Freight Carriers Ltd,INE595R01023
TOP100CASE, ,ZERODHA NIFTY 100 ETF,INF0R8F01067
SW1, ,SW Investments Ltd,INE948K01011
BJDUP, ,BJ Duplex Boards Ltd,INE265C01025
SUMERUIND, ,Sumeru Industries Ltd,INE764B01029
GCKL, ,Galaxy Cloud Kitchens Ltd-$,INE403B01016
SAMYAKINT, ,Samyak International Ltd,INE607G01011
GANONPRO, ,Ganon Products Ltd,INE162L01017
PARSHWANA, ,Parshwanath Corporation Ltd,INE635I01018
AMPVOLTS, ,Ampvolts Ltd,INE989J01017
INTCAPL, ,Integra Capital  Ltd,INE366H01012
KCSL, ,Karnimata Cold Storage Ltd,INE576P01019
JONJUA, ,Jonjua Overseas Ltd,INE793Z01027
CBPL, ,Chandra Bhagat Pharma Ltd,INE07QQ01016
POPULARES, ,Popular Estate Management Ltd,INE370C01015
TTFL, ,Trident Texofab Ltd,INE071Y01013
KABRADG, ,Kabra Drugs Ltd,INE323K01017
SUPERIOR, ,Superior Finlease Ltd,INE574R01028
ALEXANDER, ,Alexander Stamps And Coin Ltd,INE191N01012
SOMAPPR, ,Soma Papers & Industries Ltd,INE737E01011
SPRAYKING, ,Sprayking Ltd,INE537U01029
GARGI, ,PNGS Gargi Fashion Jewellery Ltd,INE0NT601018
SMALLCAP, ,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,INF769K01LC3
CRIMSON, ,Crimson Metal Engineering Company Ltd,INE318P01016
UNIVAFOODS, ,Univa Foods Ltd,INE275F01019
SUPTANERY, ,Super Tannery Ltd,INE460D01038
DRAGARWQ, ,Dr Agarwals Eye Hospital Ltd-$,INE934C01018
RODIUM, ,Rodium Realty Ltd,INE513E01024
INTRGLB, ,Inter Globe Finance Ltd,INE661M01016
ADCOUNTY, ,Adcounty Media India Ltd,INE0W1601012
SRECR, ,Sreechem Resins Ltd,INE377C01010
SWADHATURE, ,Swadha Nature Ltd,INE0P4R01017
BEEKAY, ,Beekay Steel Industries Ltd,INE213D01015
DEVLAB, ,Dev Labtech Venture Ltd,INE0NIJ01017
KENFIN, ,Ken Financial Services Ltd,INE395E01018
MILEFUR, ,Milestone Furniture Ltd,INE424Z01011
ORGANICREC, ,Organic Recycling Systems Ltd,INE0MIO01019
MNIL, ,Mega Nirman and Industries Ltd,INE216Q01010
HEALTHADD, ,DSP Nifty Healthcare ETF,INF740KA1UF4
HDFCNIF100, ,HDFC NIFTY 100 ETF,INF179KC1HR4
WHBRADY, ,WH Brady & Company Ltd,INE855A01019
TRL, ,Taylormade Renewables Ltd,INE459Z01017
VIRYA, ,Virya Resources Ltd,INE661K01010
THREEMPAPE, ,Three M Paper Boards Ltd,INE0UK501010
KERALAYUR, ,Kerala Ayurveda Ltd,INE817B01025
AARNAV, ,Aarnav Fashions Ltd,INE750R01016
VIVIDIND, ,Vivid Global Industries Ltd,INE737C01023
VIVANTA, ,Vivanta Industries Ltd,INE299W01022
SBVCL, ,Shri Balaji Valve Components Ltd,INE0RNZ01014
CHEMCRUX, ,Chemcrux Enterprises Ltd,INE298W01016
SHASHANK, ,Shashank Traders Ltd,INE508R01018
ASITCFIN, ,Asit C Mehta Financial Services Ltd,INE041B01014
SGLRES, ,SGL Resources Ltd,INE967B01028
TIRUFOAM, ,Tirupati Foam Ltd,INE115G01015
OXFORDIN, ,Oxford Industries Ltd,INE114D01015
TRIOMERC, ,Trio Mercantile & Trading Ltd,INE234G01022
ABVL, ,Arunjyoti Bio Ventures Ltd,INE485K01022
RNBDENIMS, ,R&B Denims Ltd,INE012Q01021
TPINDIA, ,TPI India Ltd,INE578C01021
KAPILCO, ,Kapil Cotex Ltd,INE393H01016
EIGHTY, ,Eighty Jewellers Ltd,INE0KSN01014
SANCTRN, ,Sanco Trans Ltd,INE391G01012
ELIXIR, ,Elixir Capital Ltd,INE785D01012
TRUEGREEN, ,True Green Bio Energy Ltd,INE672K01025
VJLAXMIE, ,Veejay Lakshmi Engineering Works Ltd-$,INE466D01019
VENTURA, ,Ventura Textiles Ltd,INE810C01044
RUDRA, ,Rudra Global Infra Products Ltd,INE027T01023
NETTLINX, ,Nettlinx Ltd,INE027D01019
ARL, ,Anand Rayons Ltd,INE02GA01012
SAGARSYST, ,Sagar Systech Ltd,INE771Z01015
TTLEL, ,TTL Enterprises Ltd,INE664X01025
ROOPSHRI, ,Roopshri Resorts Ltd,INE03WT01017
CEETAIN, ,Ceeta Industries Ltd,INE760J01012
RUDRAGAS, ,Rudra Gas Enterprise Ltd,INE0OYK01010
GOEL, ,Goel Food Products Ltd,INE0K6L01010
ALFAVIO, ,Alfavision Overseas India Ltd,INE883B01027
JAYIND, ,Jayatma Industries Ltd,INE250D01017
TEJASSVI, ,Tejassvi Aaharam Ltd,INE173E01019
KAJALSY, ,Kajal Synthetics & Silk Mills Ltd,INE956V01011
SGNTE, ,SGN Telecoms Ltd,INE266C01023
INNOVATIVE, ,Innovative Ideals and Services (India) Ltd,INE492Y01011
TRANSPACT, ,Transpact Enterprises Ltd,INE06YD01010
TELECANOR, ,TeleCanor Global Ltd,INE381G01013
MAFIA, ,Mafia Trends Ltd,INE0KQQ01011
IFINSER, ,Interactive Financial Services Ltd,INE064T01018
TCIIND, ,TCI Industries Ltd,INE920B01019
VAGHANI, ,Vaghani Techno Build Ltd,INE554H01021
VANTABIO, ,Vanta Bioscience Ltd,INE695X01011
SHRICON, ,Shricon Industries Ltd,INE753D01010
LIPPISYS, ,Lippi Systems Ltd-$,INE845B01018
PGFOILQ, ,PG Foils Ltd,INE078D01012
OMNIPOTENT, ,Omnipotent Industries Ltd,INE0JFE01012
INTLCOMBQ, ,International Combustion India Ltd,INE403C01014
A1L, ,A-1 Ltd,INE911Z01017
SWAGTAM, ,Swagtam Trading & Services Ltd,INE150R01019
UNIVARTS, ,Universal Arts Ltd,INE464B01018
MOHITE, ,Mohite Industries Ltd,INE154B01023
SHVFL, ,Shree Vatsaa Finance & leasing Ltd,INE981C01019
TECHNICHEM, ,Technichem Organics Ltd,INE0ZHT01012
BEEZAASAN, ,Beezaasan Explotech Ltd,INE13VU01016
SWANAGRO, ,New Swan Multitech Ltd,INE0GEN01012
JAYKAILASH, ,Jay Kailash Namkeen Ltd,INE0MSS01019
MIL, ,Medico Intercontinental Ltd,INE858Q01019
CGFL, ,Credent Global Finance Ltd,INE727C01024
EQUAL50ADD, ,DSP Nifty 50 Equal Weight ETF,INF740KA1QK2
DOLFIN, ,Dolfin Rubbers Ltd,INE666Y01010
ACCEL, ,Accel Ltd,INE258C01038
PVTBANKADD, ,DSP Private Bank ETF,INF740KA1TA7
ITCONS, ,ITCONS E-Solutions Ltd,INE0O6A01019
ZODJRDMKJ, ,Zodiac-JRD-MKJ Ltd,INE077B01018
SIGNGCL, ,Signature Green Corporation Ltd,INE131O01024
AMARJOTHI, ,Amarjothi Spinning Mills Ltd,INE484D01012
SHRDAIS, ,Sharda Ispat Ltd,INE385M01012
ACEENGITEC, ,Ace Engitech Ltd,INE035401020
ULTRACAB, ,Ultracab (India) Ltd,INE010R01023
MOVALUE, ,Motilal Oswal S&P BSE Enhanced Value ETF,INF247L01BE5
BERVINL, ,Bervin Investment & Leasing Ltd,INE348I01018
SOLARAPP1, ,SOLARA ACTIVE PHARMA SCIENCES Ltd,IN9624Z01022
MOQUALITY, ,Motilal Oswal S&P BSE Quality ETF,INF247L01BH8
EIKO, ,Eiko Lifesciences Ltd,INE666Q01016
APOLLOFI, ,Apollo Finvest India Ltd,INE412D01013
IWP, ,The Indian Wood Products Company Ltd,INE586E01020
ABRFL, ,Abram Food Ltd,INE0ZDY01011
COMPUPN, ,Computer Point Ltd,INE607B01012
GGENG, ,G G Engineering Ltd,INE694X01030
ACHYUT, ,Achyut Healthcare Ltd,INE0K1401020
CEINSYSTECH, ,Ceinsys Tech Ltd,INE016Q01014
IITLPROJ, ,IITL Projects Ltd,INE786E01018
HINDALUMI, ,Hind Aluminium Industries Ltd-$,INE227B01019
GUJHYSPIN, ,Gujarat Hy-Spin Ltd,INE578V01013
MODINSU, ,Modern Insulators Ltd,INE219W01012
TANAA, ,Taneja Aerospace & Aviation Ltd-$,INE692C01020
SAMRATPH, ,Samrat Pharmachem Ltd-$,INE103E01016
MULLER, ,Muller & Phipps India Ltd,INE003F01015
JAIMATAG, ,Jai Mata Glass Ltd,INE250C01027
COVANCE, ,Covance Softsol Ltd,INE0R8101016
MILESTONE, ,Milestone Global Ltd,INE151H01018
RAJKOTINV, ,Rajkot Investment Trust Ltd,INE176R01014
GSBFIN, ,GSB Finance Ltd,INE777C01011
NOVIS, ,Nova Iron & Steel Ltd,INE608C01026
GOWRALE, ,Gowra Leasing & Finance Ltd,INE225G01012
OSIAJEE, ,Osiajee Texfab Ltd,INE186R01013
DHANFAB, ,Dhanlaxmi Fabrics Ltd,INE953D01016
RAJABAH, ,Raja Bahadur International Ltd,INE491N01016
OVOBELE, ,Ovobel Foods Ltd,INE812S01012
ABCINDQ, ,ABC India Ltd-$,INE125D01011
ALFATRAN, ,Alfa Transformers Ltd,INE209C01015
ASHISHPO, ,Ashish Polyplast Ltd,INE831C01016
ADHBHUTIN, ,Adhbhut Infrastructure Ltd,INE578L01014
ESSEX, ,Essex Marine Ltd,INE1IBY01019
EMPOWER, ,Empower India Ltd,INE507F01023
BONDADA, ,Bondada Engineering Ltd,INE0Q8P01029
AMRAFIN, ,Amrapali Fincap Ltd,INE990S01016
TDSL, ,Tasty Dairy Specialities Ltd,INE773Y01014
SHINEFASH, ,Shine Fashions (India) Ltd,INE0BLY01023
PIONAGR, ,Pioneer Agro Extracts Ltd,INE062E01014
LONGSPUR, ,Longspur International Ventures Ltd,INE180M01033
PRIMAIN, ,Prima Industries Ltd,INE723N01012
BLUECHIPT, ,Bluechip Tex Industries Ltd,INE472D01017
SANTETX, ,Sanrhea Technical Textiles Ltd,INE589J01015
NICCOPAR, ,Nicco Parks & Resorts Ltd-$,INE653C01022
SOFCOM, ,Sofcom Systems Ltd,INE499Q01012
BOMBCYC, ,Bombay Cycle & Motor Agency Ltd,INE691K01017
RAJPALAYAM, ,Rajapalayam Mills Ltd-$,INE296E01026
YUG, ,Yug Decor Ltd,INE796W01019
SUNCITYSY, ,Suncity Synthetics Ltd,INE584D01019
RALEGRA, ,Ravileela Granites Ltd,INE427E01027
SHRIGANG, ,Shri Gang Industries & Allied Products Ltd,INE241V01018
NAGTECH, ,Nagarjuna Agri Tech Ltd,INE793H01017
YAANENT, ,Yaan Enterprises Ltd,INE969E01010
VELHO, ,Velan Hotels Ltd,INE548D01014
JDL, ,Jaisukh Dealers Ltd,INE190P01019
RESTILE, ,Restile Ceramics Ltd,INE298E01022
RLF, ,RLF Ltd,INE629C01014
MODWOOL, ,Modella Woollens Ltd,INE380D01012
GARWAMAR, ,Garware Marine Industries Ltd,INE925D01014
FRONTCORP, ,Frontline Corporation Ltd,INE092D01013
SAYAJIHOTL, ,Sayaji Hotels Ltd,INE318C01014
BTTL, ,Bhilwara Technical Textiles Ltd,INE274K01012
ODYSSEY, ,Odyssey Technologies Ltd-$,INE213B01019
SIKOZY, ,Sikozy Realtors Ltd,INE528E01022
BRIJLEAS, ,Brijlaxmi Leasing & Finance Ltd,INE957E01031
MUDUNURU, ,Mudunuru Ltd,INE491C01027
TRICOMFRU, ,Tricom Fruit Products Ltd,INE843F01014
IRONWOOD, ,Ironwood Education Ltd,INE791H01011
ASTAR, ,Asian Star Company Ltd-$,INE194D01017
SHIKHAR, ,Shikhar Consultants Ltd,INE641B01011
GEMSPIN, ,Gem Spinners India Ltd,INE165F01020
SANBLUE, ,Sanblue Corporation Ltd,INE602D01027
DYNAMICP, ,Dynamic Portfolio Management & Services Ltd,INE118C01018
PEOPLIN, ,Peoples Investments Ltd,INE644U01015
SPICEISLIN, ,Spice Islands Industries Ltd-$,INE882D01017
SOFTSOL, ,Softsol India Ltd,INE002B01016
SHRMFGC, ,Shree Manufacturing Company Ltd,INE632A01012
ICONIKSPEV, ,Iconik Sports And Events Ltd,INE088P01015
NIVAKA, ,Nivaka Fashions Ltd,INE139E01028
EASTRED, ,Eastern Treads Ltd,INE500D01015
WITS, ,Wherrelz IT Solutions Ltd,INE0IM001015
DISAQ, ,Disa India Ltd,INE131C01011
PSUBNKIETF, ,ICICI Prudential Nifty PSU Bank ETF,INF109KC10S8
SALAUTO, ,Sal Automotive Ltd,INE724G01014
METROGLOBL, ,Metroglobal Ltd,INE085D01033
ZHEMHOLD, ,Hem Holdings & Trading Ltd,INE721U01011
RIKHAV, ,Rikhav Securities Ltd,INE0CFH01028
DHANSAFAL, ,Dhansafal Finserve Ltd,INE195E01020
MIZVEN, ,Mizzen Ventures Ltd,INE681K01026
OMKARPH, ,Omkar Pharmachem Ltd,INE501C01015
BFLAFL, ,BFL Asset Finvest Ltd,INE948Q01018
MKVENTURES, ,Mkventures Capital Ltd,INE874A01010
VALLABHSQ, ,Vallabh Steels Ltd-$,INE457E01016
COMFINCAP, ,Comfort Fincap Ltd,INE274M01026
SHVSUIT, ,Shiva Suitings Ltd,INE02Z901011
KRIFILIND, ,Krishna Filament Industries Ltd,INE073A01019
KAMADGIRI, ,Kamadgiri Fashion Ltd-$,INE535C01013
JUMBO, ,Jumbo Bag Ltd,INE699D01015
INTEGFD, ,Integrated Proteins Ltd,INE177M01013
KIZI, ,Kizi Apparels Ltd,INE0RMR01013
SOURCEIND, ,Source Industries (India) Ltd,INE695C01015
MAGANTR, ,Magnanimous Trade & finance Ltd,INE664N01018
CDG, ,CDG Petchem Ltd,INE198N01017
POOJA, ,Poojawestern Metaliks Ltd,INE973X01012
AMAL, ,Amal Ltd,INE841D01013
PIFL, ,Pacheli Industrial Finance Ltd,INE926B01016
KAMANWALA, ,Kamanwala Housing Construction Ltd,INE344D01018
ELANTAS, ,Elantas Beck India Ltd-$,INE280B01018
SOLARIUM, ,Solarium Green Energy Ltd,INE0W0H01017
VARYAA, ,Varyaa Creations Ltd,INE0R6801013
EUROLED, ,Euro Leder Fashion Ltd,INE940E01011
HALDER, ,Halder Venture Ltd,INE115S01010
PRISMFN, ,Prism Finance Ltd,INE429Q01019
EASTINDIA, ,East India Drums and Barrels Manufacturing Ltd,INE191C01023
TRITON, ,Triton Corp Ltd,INE982C01033
MDRNSTL, ,Modern Steels Ltd-$,INE001F01019
ANSINDUS, ,ANS Industries Ltd,INE234J01018
GGL, ,Gautam Gems Ltd,INE063Z01017
RATHIBAR, ,Rathi Bars Ltd,INE575I01016
MISHDESIGN, ,Mish Designs Ltd,INE0QI101019
NIFTYIETF, ,ICICI Prudential Nifty 50 ETF,INF109K012R6
STAL, ,Storage Technologies and Automation Ltd,INE0RGM01016
GREENCREST, ,Greencrest Financial Services Ltd,INE414C01045
BANKETF, ,Mirae Asset Nifty Bank ETF,INF769K01KR3
SJCORP, ,SJ Corporation Ltd,INE312B01027
ALPHALOGIC, ,Alphalogic Techsys Ltd,INE08E401029
OCEANIC, ,Oceanic Foods Ltd,INE711V01010
PHOTON, ,Photon Capital Advisors Ltd,INE107J01016
POBS, ,PlatinumOne Business Services Ltd,INE0DTJ01015
VRL, ,Vasundhara Rasayans Ltd,INE406F01010
TUNITEX, ,Tuni Textile Mills Ltd,INE560D01027
SHREYASI, ,Shreyas Intermediates Ltd,INE115F01017
AGARWAL, ,Agarwal Fortune India Ltd,INE510B01018
MARBLE, ,Marble City India Ltd,INE807H01023
BOMTALKIES, ,Bombay Talkies Ltd,INE910D01024
TFSL, ,Typhoon Financial Services Ltd,INE761R01013
POOJAENT, ,Vashu Bhagnani Industries Ltd,INE147C01017
OMEGAIN, ,Omega Interactive Technologies Ltd,INE113B01029
HARSHDEEP, ,Harshdeep Hortico Ltd,INE0OLZ01015
APIS, ,Apis India Ltd,INE070K01014
JAIPAN, ,Jaipan Industries Ltd,INE058D01030
GTNTEX, ,GTN Textiles Ltd,INE302H01017
SPICEJET, ,Spicejet Ltd,INE285B01017
UCIL, ,Unifinz Capital India Ltd,INE926R01012
APLABPP, ,Aplab Ltd,IN9273A01047
TIERRA, ,Tierra Agrotech Ltd,INE05CY01014
ALANSCOTT, ,Alan Scott Enterprises Ltd,INE273F01022
STHINPA, ,South India Paper Mills Ltd,INE088G01014
KINGSINFR, ,Kings Infra Ventures Ltd,INE050N01010
SHELTER, ,Shelter Pharma Ltd,INE013V01011
VOLLF, ,Voltaire Leasing & Finance Ltd ,INE763D01019
INDAG, ,Indag Rubber Ltd-$,INE802D01023
MAHANIN, ,Mahan Industries Ltd,INE735D01041
NBL, ,Naapbooks Ltd,INE0GOA01018
KMCSHIL, ,KMC Speciality Hospitals (India) Ltd,INE879K01018
AIHL, ,Ambassador Intra Holdings Ltd,INE342U01016
SUNILAGR, ,Sunil Agro Foods Ltd-$,INE224D01012
VIJSOLX, ,Vijay Solvex Ltd,INE362D01010
CHOKSI, ,Choksi Asia Ltd,INE865B01016
TITANSEC, ,Titan Securities Ltd,INE090D01017
PVTBANIETF, ,ICICI Prudential Nifty Private Bank ETF,INF109KC18U7
PAUSHAKLTD, ,Paushak Ltd,INE111F01016
SPSL, ,Shree Precoated Steels Ltd,INE318K01025
11DPD, ,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND PAYOUT,INF204KB13U9
AAIL, ,Akar Auto Industries Ltd,INE864E01021
MONIKA, ,Monika Alcobev Ltd,INE0LCG01010
GOLKONDA, ,Golkonda Aluminium Extrusions Ltd-$,INE327C01031
AMBOAGRI, ,Ambo Agritec Ltd,INE0N6V01016
PSUBANKADD, ,DSP Nifty PSU Bank ETF,INF740KA1SY9
RGRL, ,Retro Green Revolution Ltd,INE601N01010
TIMEX, ,Timex Group India Ltd-$,INE064A01026
BENGALS, ,Bengal Steel Industries Ltd,INE523W01017
COMRADE, ,Comrade Appliances Ltd,INE0NXA01015
CITADEL, ,Citadel Realty and Developers Ltd,INE906D01014
ORIBEVER, ,Orient Beverages Ltd,INE247F01018
